borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted,avg_income,income_std,income_growth,income_stability_score,utility_payment_rate,rent_reliability_rate,payment_reliability_score,mobile_years,digital_trust_score
B00058,33,gig,Karnataka,4,53401.27,32653.63,29286.78,39133.75,35199.14,33208.73,salaried-gig,23,3,95.1,2743.83,20.0,0.0,11,15,11.0,15.0,2015.0,610.58,1.73,12.8,0.199,0.4413916057584952,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,373300.0,education,51,0.1772,0,37147.21666666667,8595.650412755665,-37.81284602407395,76.86058018858569,0.7333333333333333,0.7333333333333333,73.33333333333333,11.0,60.31744102433758
B00059,33,gig,Maharashtra,5,31114.97,26619.72,21078.14,19799.88,21298.55,25005.83,daily-wage,16,2,0.0,1699.0,8.0,1.0,5,15,2.0,17.0,2021.0,656.31,0.61,2.3,0.461,0.0432142467768875,2.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,306600.0,business,11,0.443,0,24152.84833333334,4285.63543168766,-19.63408610067758,82.25619035675781,0.3333333333333333,0.11764705882352941,22.549019607843135,5.0,26.0990675990676
B00060,49,rural,Madhya Pradesh,5,14001.56,15855.93,27882.79,16620.01,21402.96,31074.24,seasonal,49,4,0.0,0.0,0.0,0.0,2,6,7.0,9.0,2019.0,357.47,2.13,8.0,0.183,0.8312611157076278,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,101700.0,agriculture,12,0.5415,0,21139.58166666667,6979.0045031062045,121.93412734009638,66.98608036264575,0.3333333333333333,0.7777777777777778,55.55555555555556,7.0,13.961538461538462
B00061,32,migrant,Gujarat,1,9415.83,14901.62,12131.78,14561.69,13756.64,16831.69,daily-wage,5,1,41.7,760.28,0.0,0.0,1,8,4.0,15.0,2024.0,509.91,0.9,2.1,0.453,0.2078356639646099,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,156700.0,education,53,0.4629,0,13599.875,2559.311121757181,78.75949332135349,81.181362904018,0.125,0.26666666666666666,19.583333333333332,2.0,13.197361818051474
B00062,41,rural,Rajasthan,5,7556.78,5295.79,13689.92,9857.42,9087.37,10143.3,seasonal,20,2,0.0,1031.81,10.0,0.0,10,20,9.0,20.0,2021.0,189.88,1.0,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,36000.0,business,35,0.3509,0,9271.763333333334,2807.3550151747227,34.22780602320035,69.7214551941606,0.5,0.45,47.5,5.0,14.114219114219114
B00063,36,gig,Telangana,3,18031.63,24453.22,17178.24,8755.2,16984.64,11642.5,self-employed,12,3,11.3,809.58,4.0,0.0,1,20,0.0,0.0,2022.0,387.72,1.3,5.1,0.502,0.0958169781439717,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,322300.0,consumption,42,0.4193,0,16174.238333333335,5463.24067860246,-35.43290318179776,66.2225783618922,0.05,0.05,5.0,4.0,12.343515446963723
B00064,32,rural,Madhya Pradesh,7,14162.0,13299.04,28299.99,15568.3,12279.1,22846.34,seasonal,38,4,0.0,0.0,0.0,0.0,7,14,7.0,11.0,2018.0,295.78,2.25,0.0,0.0,0.5221343488601424,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,270200.0,agriculture,32,0.5652,0,17742.461666666666,6397.655508988951,61.32142352775032,63.941556537171884,0.5,0.6363636363636364,56.81818181818181,8.0,15.961538461538463
B00065,27,migrant,Karnataka,2,34942.55,32854.89,28942.86,36336.77,25945.02,42042.35,self-employed,15,4,77.7,0.0,21.0,1.0,6,6,13.0,14.0,2015.0,607.75,2.1,10.5,0.267,0.9204753265873348,4.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,309400.0,business,44,0.1136,0,33510.74,5680.856989300117,20.31849421407423,83.04765281429142,1.0,0.9285714285714286,96.42857142857143,11.0,72.6332288401254
B00066,30,gig,Tamil Nadu,4,19599.01,23406.32,29243.43,37660.77,46547.86,28959.67,salaried-gig,21,4,54.9,2529.42,15.0,1.0,16,19,8.0,11.0,2016.0,519.92,2.18,8.9,0.253,0.6986689847789168,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,446100.0,agriculture,42,0.2839,0,30902.843333333334,9807.55020034599,47.76088179964192,68.26327566510011,0.8421052631578947,0.7272727272727273,78.4688995215311,10.0,60.48235455132007
B00067,33,migrant,Karnataka,3,31022.2,25925.5,22439.57,23194.13,29749.9,19953.43,salaried-gig,8,3,74.5,2652.75,16.0,1.0,4,11,8.0,10.0,2015.0,555.37,2.33,10.3,0.311,0.5211900256523276,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,55100.0,business,15,0.2456,0,25380.78833333333,4338.198510393072,-35.680158080342466,82.90755017764523,0.36363636363636365,0.8,58.18181818181818,11.0,68.83527764562247
B00068,48,rural,Odisha,5,8948.1,9096.97,17374.37,11161.94,9441.78,18810.21,daily-wage,21,2,0.0,0.0,0.0,0.0,3,12,6.0,16.0,2021.0,495.49,1.35,4.1,0.354,0.2894294704949158,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,391100.0,medical,50,0.6932,1,12472.228333333333,4447.770823032214,110.21457069098466,64.33860330198509,0.25,0.375,31.25,5.0,7.884615384615385
B00069,38,rural,Odisha,5,8342.09,6338.69,10714.63,6409.59,7312.18,7950.78,seasonal,10,2,0.0,0.0,0.0,0.0,0,9,4.0,17.0,2023.0,218.24,0.85,0.0,0.0,0.5221343488601424,1.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,244600.0,medical,21,0.805,1,7844.659999999999,1619.0325726433052,-4.690790916904521,79.36134169430791,0.0,0.23529411764705882,11.76470588235294,3.0,2.884615384615385
B00070,34,gig,Telangana,5,16223.98,20097.76,17807.56,27413.78,19330.07,15145.58,daily-wage,7,2,29.8,922.66,7.0,1.0,11,16,1.0,17.0,2022.0,438.94,0.5,4.6,0.461,0.0145060461453201,2.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,172300.0,consumption,6,0.5453,0,19336.454999999998,4368.323683958183,-6.646950994762073,77.40887001284267,0.6875,0.058823529411764705,37.31617647058824,4.0,31.711733435871366
B00071,32,rural,Bihar,4,18181.23,19740.08,23048.9,14803.0,14267.54,31516.85,self-employed,44,2,90.2,2754.63,18.0,0.0,2,6,0.0,0.0,2013.0,513.61,2.42,0.0,0.0,0.5221343488601424,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,111500.0,business,28,0.3936,0,20259.600000000002,6399.604074368976,73.34828281694912,68.41199197235397,0.3333333333333333,0.3333333333333333,33.33333333333333,13.0,63.16306805961979
B00072,34,gig,Delhi,3,5742.54,16662.59,21741.58,50896.74,38374.8,42661.96,self-employed,26,3,71.9,2804.79,12.0,0.0,7,11,11.0,21.0,2014.0,620.53,1.94,13.5,0.235,0.9198547293098124,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,143700.0,medical,6,0.5092,0,29346.701666666664,17315.240850137103,300.0,40.99765947529105,0.6363636363636364,0.5238095238095238,58.00865800865801,12.0,50.11650232339888
B00073,37,gig,Telangana,4,27183.62,25307.95,15818.2,16660.94,14384.27,9558.57,salaried-gig,12,2,42.2,1424.89,7.0,0.0,3,12,0.0,0.0,2019.0,432.97,1.44,5.6,0.363,0.0230153850796399,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,161700.0,business,6,0.6675,1,18152.258333333335,6760.036844690765,-64.83702317792847,62.759251655882494,0.25,0.25,25.0,7.0,28.40941785769372
B00074,36,gig,Tamil Nadu,2,21703.02,26112.61,38435.76,21211.57,29182.96,40985.91,salaried-gig,25,3,56.6,1863.1,16.0,0.0,7,18,6.0,8.0,2017.0,540.06,1.79,3.2,0.298,0.6783949089524144,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,26400.0,business,40,0.1971,0,29605.305000000004,8399.682075013912,88.84887909608894,71.62778064602303,0.3888888888888889,0.75,56.94444444444444,9.0,43.67677165953028
B00075,47,rural,Rajasthan,6,9444.5,8590.62,16115.84,9282.06,10038.5,19875.69,self-employed,20,2,3.5,1698.25,5.0,0.0,14,23,3.0,18.0,2019.0,100.0,1.23,0.0,0.0,0.5221343488601424,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,469900.0,business,47,0.6069,1,12224.535000000002,4648.726027899471,110.44724442797393,61.97216476618972,0.6086956521739131,0.16666666666666666,38.768115942028984,7.0,15.26644355954701
B00076,34,migrant,Karnataka,4,28999.36,25452.24,25426.11,23886.07,33148.09,31155.79,salaried-gig,7,4,50.6,2072.84,16.0,1.0,11,19,7.0,21.0,2015.0,550.39,1.78,1.5,0.325,0.4145236439968954,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,399000.0,business,21,0.3522,0,28011.27666666667,3674.2403132384607,7.436129624929655,86.88299588425829,0.5789473684210527,0.3333333333333333,45.614035087719294,11.0,60.03769358941773
B00077,34,migrant,Maharashtra,2,27038.77,32091.75,35336.13,32591.42,35515.3,34424.53,daily-wage,20,4,79.7,0.0,23.0,1.0,3,7,6.0,6.0,2013.0,578.65,2.62,12.5,0.194,0.8573122861599697,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,294100.0,business,8,0.2316,0,32832.98333333333,3167.7839123883855,27.315443712861192,90.35182432181749,0.42857142857142855,1.0,71.42857142857143,13.0,79.78448330172469
B00078,22,gig,Delhi,4,17272.73,27694.76,20003.53,41855.19,37818.84,30885.35,salaried-gig,20,3,38.7,1533.19,20.0,0.0,6,19,0.0,0.0,2020.0,541.27,1.25,3.4,0.335,0.061104265428002,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,347800.0,business,47,0.5541,0,29255.066666666666,9657.753621302765,78.8098928194906,66.98775726152473,0.3157894736842105,0.3157894736842105,31.57894736842105,6.0,35.010107165279585
B00079,33,gig,Delhi,3,26440.31,18366.31,9483.82,25077.85,30264.34,23282.85,self-employed,21,4,44.9,2320.01,9.0,0.0,7,13,9.0,16.0,2014.0,680.39,1.58,2.6,0.298,0.7003189354180724,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,276700.0,education,18,0.2612,0,22152.58,7332.848207167525,-11.941841831657808,66.89844610800402,0.5384615384615384,0.5625,55.04807692307692,12.0,38.91023142747281
B00080,49,rural,Odisha,6,8634.12,10747.06,13500.07,9552.09,7941.3,18939.2,seasonal,20,3,0.0,0.0,0.0,0.0,5,17,0.0,0.0,2019.0,319.13,1.31,0.0,0.0,0.5221343488601424,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,122800.0,agriculture,38,0.5271,0,11552.306666666665,4112.528336601058,119.35298559667922,64.4008036207396,0.29411764705882354,0.29411764705882354,29.411764705882355,7.0,10.807692307692308
B00081,21,migrant,Tamil Nadu,1,13098.09,16208.46,15773.17,21127.96,22849.76,22136.05,daily-wage,11,3,32.1,1019.72,6.0,0.0,1,7,0.0,16.0,2024.0,415.49,0.75,3.8,0.367,0.07437541755497,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,122400.0,consumption,32,0.5318,0,18532.248333333333,4022.650737021133,69.00212168339047,78.29377922922754,0.14285714285714285,0.0,7.142857142857142,2.0,14.481829912864397
B00082,40,gig,Delhi,4,41141.02,47909.72,38986.05,43714.75,38061.38,34693.68,salaried-gig,30,4,87.6,3752.76,27.0,1.0,12,12,18.0,19.0,2012.0,577.77,2.42,16.8,0.188,0.9936418571132276,5.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,311200.0,business,27,0.1298,0,40751.1,4630.840776157177,-15.671317823427803,88.63628030615817,1.0,0.9473684210526315,97.36842105263158,14.0,85.79277758588104
B00083,32,gig,Delhi,3,25762.28,34788.2,29184.74,34484.53,32500.07,31660.62,self-employed,18,3,24.5,1279.17,13.0,0.0,3,12,0.0,0.0,2019.0,645.31,1.31,6.5,0.406,0.4126394870839374,3.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,449300.0,business,55,0.47,0,31396.74,3434.0501234140415,22.89525616521519,89.06239907896793,0.25,0.25,25.0,7.0,27.5061305578547
B00084,22,migrant,Gujarat,1,17597.35,12064.3,17061.89,19575.54,16713.15,22004.82,salaried-gig,9,2,35.3,1094.53,14.0,0.0,5,21,1.0,16.0,2024.0,447.83,1.33,5.1,0.399,0.4274495500611185,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,196500.0,medical,54,0.6629,1,17502.841666666664,3315.678086928324,25.04621434477351,81.05634416357158,0.23809523809523808,0.0625,15.029761904761903,2.0,23.6678929954792
B00085,37,rural,Uttar Pradesh,7,8746.42,10915.46,20113.72,11546.28,10751.34,17027.19,seasonal,25,2,36.6,1436.0,10.0,0.0,1,13,0.0,0.0,2020.0,243.69,1.14,0.0,0.0,0.5221343488601424,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,117600.0,medical,55,0.5477,0,13183.401666666667,4387.014428252621,94.67610748168963,66.72319831273224,0.07692307692307693,0.07692307692307693,7.6923076923076925,6.0,26.42413380344415
B00086,55,rural,Madhya Pradesh,4,12103.76,13753.12,26013.79,14070.45,14829.07,16443.86,seasonal,35,3,38.6,1928.99,16.0,1.0,19,24,13.0,20.0,2016.0,442.19,2.05,0.0,0.0,0.5221343488601424,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,323200.0,education,39,0.5204,0,16202.341666666667,5011.002795901901,35.85745256019617,69.07235448434521,0.7916666666666666,0.65,72.08333333333333,10.0,56.18261437226954
B00087,31,migrant,Gujarat,3,18481.92,22343.21,15732.78,22462.98,21074.07,22336.24,salaried-gig,6,2,37.2,1446.38,12.0,0.0,3,17,7.0,16.0,2019.0,542.82,1.97,7.0,0.454,0.1469242589000751,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,405400.0,consumption,53,0.5002,0,20405.2,2745.802558881465,20.854543250917672,86.5436135941747,0.17647058823529413,0.4375,30.698529411764707,7.0,32.83780851022231
B00088,26,migrant,Maharashtra,4,26104.98,24558.88,17750.72,37786.37,39591.45,16966.65,daily-wage,11,3,76.7,2077.14,10.0,1.0,6,7,20.0,22.0,2019.0,623.91,1.79,14.4,0.246,0.6582456353334505,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,84800.0,business,8,0.1555,0,27126.508333333335,9672.350129360322,-35.00607929981175,64.34354908303905,0.8571428571428571,0.9090909090909091,88.31168831168831,7.0,56.674151725875866
B00089,47,rural,Rajasthan,7,16438.63,19402.26,25276.74,16305.44,18109.31,37285.39,seasonal,49,4,67.3,3100.41,24.0,0.0,9,11,20.0,24.0,2013.0,451.95,2.38,0.0,0.0,0.5221343488601424,3.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,495900.0,business,59,0.3505,0,22136.295000000002,8118.0205243858545,126.81567746217293,63.32710363506696,0.8181818181818182,0.8333333333333334,82.57575757575758,13.0,61.1520669451704
B00090,23,migrant,Gujarat,3,17361.26,16838.55,21012.53,22665.4,20541.53,24576.31,daily-wage,8,4,39.7,1696.36,13.0,1.0,13,19,12.0,24.0,2020.0,664.94,1.55,9.1,0.423,0.7649450479418032,2.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,94200.0,business,6,0.3328,0,20499.263333333332,2994.2469421186147,41.55833159574826,85.39339246767103,0.6842105263157895,0.5,59.210526315789465,6.0,46.14051295085778
B00091,32,gig,Tamil Nadu,4,25101.27,25669.69,25424.22,17571.78,34898.63,20993.04,salaried-gig,12,3,16.5,1514.9,10.0,0.0,8,17,9.0,14.0,2019.0,351.37,0.88,10.7,0.425,0.3090355753257253,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,306400.0,consumption,50,0.4161,0,24943.105,5828.144427828637,-16.36662208724897,76.63424650688582,0.47058823529411764,0.6428571428571429,55.67226890756303,7.0,21.342837653182485
B00092,33,gig,Delhi,4,20598.12,33795.47,29603.02,42456.68,11251.26,41653.97,salaried-gig,20,4,46.4,2588.97,15.0,1.0,15,21,12.0,16.0,2018.0,625.61,1.0,8.3,0.28,0.5913845234972643,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,186000.0,education,19,0.3943,0,29893.08666666667,12209.74279320849,102.22219309335028,59.155295907185824,0.7142857142857143,0.75,73.21428571428572,8.0,50.49045549045549
B00093,28,rural,Uttar Pradesh,7,13509.3,13440.67,24516.95,10421.57,10751.71,20046.41,seasonal,38,3,63.7,2257.13,19.0,1.0,13,16,20.0,23.0,2017.0,243.13,1.75,0.0,0.0,0.5221343488601424,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,453600.0,consumption,44,0.3995,0,15447.768333333333,5630.262836431055,48.38970190905525,63.55290476306521,0.8125,0.8695652173913043,84.1032608695652,9.0,62.78074131522408
B00094,32,gig,Telangana,5,28096.65,20102.92,46017.13,28782.31,41164.95,44729.21,salaried-gig,17,3,80.3,1778.87,19.0,1.0,5,22,0.0,0.0,2019.0,542.98,2.11,8.6,0.302,0.4820519424924491,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,98500.0,business,50,0.4999,0,34815.52833333333,10602.60357717559,59.1976623547647,69.54633726748771,0.22727272727272727,0.22727272727272727,22.727272727272727,7.0,65.72962653997136
B00095,29,gig,Telangana,3,29095.34,25641.02,29584.54,40345.14,31776.52,32371.81,self-employed,19,4,60.2,1966.03,19.0,0.0,6,13,3.0,15.0,2019.0,429.94,1.42,8.5,0.248,0.1838759696005918,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,398800.0,medical,29,0.322,0,31469.061666666665,4956.738804715926,11.261150411028025,84.24885095965125,0.46153846153846156,0.2,33.07692307692308,7.0,42.45602269740201
B00096,40,gig,Delhi,3,34200.8,31980.74,27132.89,23321.17,19549.94,26731.96,self-employed,16,3,24.9,1839.31,13.0,1.0,1,10,2.0,11.0,2019.0,544.95,1.17,2.8,0.347,0.3803728168688562,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,13900.0,education,15,0.5225,0,27152.916666666668,5397.141463999872,-21.838202615143516,80.12316124173326,0.1,0.18181818181818182,14.090909090909093,7.0,42.0795049932981
B00097,23,gig,Karnataka,2,15219.65,42866.75,43939.48,11029.82,32058.17,24545.98,daily-wage,19,2,57.4,1728.66,16.0,0.0,7,16,3.0,10.0,2020.0,515.35,1.74,1.7,0.301,0.1672313895580971,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,97800.0,business,7,0.3667,0,28276.641666666666,13815.581405258943,61.278215990512265,51.14136406960535,0.4375,0.3,36.875,6.0,39.09275129964785
B00098,37,gig,Tamil Nadu,5,6299.97,54841.05125,14144.07,28916.55,53063.87,35173.59,salaried-gig,27,4,78.6,2963.34,25.0,1.0,17,18,9.0,10.0,2012.0,751.62,3.04,13.2,0.168,0.9498835783079382,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,139100.0,education,20,0.2589,0,32073.18354166667,19820.56115327617,300.0,38.20207735996325,0.9444444444444444,0.9,92.22222222222223,14.0,84.14593204248378
B00099,25,gig,Tamil Nadu,5,31190.52,46641.21,49516.31625,30656.02,24815.77,47619.29,salaried-gig,28,3,98.6,2756.08,23.0,0.0,17,18,7.0,10.0,2018.0,755.11,2.66,13.1,0.257,0.9996652644263369,5.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,163000.0,agriculture,49,0.2729,0,38406.52104166667,10704.785985698243,52.67231838391921,72.12768640490822,0.9444444444444444,0.7,82.22222222222221,8.0,62.53027153027153
B00100,30,migrant,Tamil Nadu,3,23836.69,30796.09,18817.38,39059.09,31846.14,28758.41,daily-wage,9,2,0.0,2504.2,25.0,1.0,18,23,13.0,14.0,2015.0,550.33,2.26,10.6,0.238,0.6027948822445344,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,192800.0,consumption,47,0.389,0,28852.300000000003,6968.281538864513,20.647665426701447,75.84843655838698,0.782608695652174,0.9285714285714286,85.55900621118013,11.0,54.55477855477855
B00101,25,gig,Karnataka,4,2000.0,41261.91,25349.67,46158.34,36139.5,20349.09,self-employed,24,3,54.6,2666.88,31.0,1.0,3,12,0.0,0.0,2019.0,521.85,2.42,6.8,0.292,0.912990955133602,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,439200.0,business,37,0.4468,0,28543.084999999995,16196.580217362862,300.0,43.25567745265495,0.25,0.25,25.0,7.0,68.82738199979579
B00102,33,gig,Telangana,2,42905.67,44603.52,21417.94,35421.39,29483.66,36828.36,daily-wage,12,2,44.3,2143.49,18.0,0.0,8,12,2.0,9.0,2019.0,434.54,1.86,7.4,0.397,0.2433789829462858,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,393600.0,business,19,0.5163,0,35110.090000000004,8638.024384679637,-14.164351704564918,75.3973163136875,0.6666666666666666,0.2222222222222222,44.44444444444444,7.0,38.945274669412605
B00103,34,gig,Tamil Nadu,5,41975.07,41494.88,15034.79,20588.91,43013.42,41741.98,self-employed,25,4,69.4,2429.0,19.0,1.0,8,10,5.0,6.0,2014.0,566.44,2.43,16.3,0.195,0.9548147287684162,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,20600.0,consumption,50,0.089,0,33974.84166666667,12652.965579798938,-0.5553058041356369,62.757837979233344,0.8,0.8333333333333334,81.66666666666667,12.0,71.6051731741387
B00104,39,gig,Tamil Nadu,2,29333.0,24506.01,22408.05,24227.64,7400.35,15859.6,salaried-gig,16,2,7.4,1957.71,5.0,1.0,3,8,2.0,8.0,2019.0,424.6,1.12,9.7,0.363,0.1577987684037962,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,271300.0,medical,44,0.5041,0,20622.44166666667,7805.76902558977,-45.93256741553881,62.14915211419064,0.375,0.25,31.25,7.0,30.933767382043243
B00105,26,migrant,Tamil Nadu,3,20641.05,21294.15,22682.84,29166.54,26094.64,25220.13,daily-wage,6,3,0.0,1843.37,16.0,0.0,16,19,5.0,9.0,2020.0,559.22,1.46,6.2,0.285,0.3077683927075694,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,232400.0,business,57,0.4479,0,24183.224999999995,3246.752867249061,22.184336552646315,86.57435942787176,0.8421052631578947,0.5555555555555556,69.88304093567251,6.0,21.967365967365968
B00106,27,gig,Tamil Nadu,3,35985.61,29611.67,39490.02,41744.68,10413.1,31925.81,salaried-gig,15,3,94.2,2119.2,22.0,0.0,11,19,9.0,11.0,2019.0,623.98,1.85,12.2,0.191,0.8011464143837345,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,440400.0,business,48,0.2728,0,31528.481666666663,11289.943965298351,-11.281731781120284,64.19128556629927,0.5789473684210527,0.8181818181818182,69.85645933014355,7.0,55.88865390589528
B00107,37,rural,Rajasthan,5,7961.57,8993.16,16455.24,7915.74,8453.27,13278.63,daily-wage,21,2,16.2,960.24,6.0,0.0,2,10,1.0,20.0,2021.0,161.02,1.09,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,360500.0,agriculture,38,0.6486,1,10509.601666666666,3543.072454056884,66.78406394718628,66.28728122689505,0.2,0.05,12.5,5.0,15.959426873219979
B00108,55,rural,Madhya Pradesh,4,8638.91,6830.8,13823.19,8662.82,6479.96,13919.75,self-employed,16,1,0.0,0.0,0.0,0.0,5,17,1.0,7.0,2023.0,130.83,0.68,0.0,0.0,0.5221343488601424,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,216600.0,consumption,15,0.8039,1,9725.905,3334.83372918501,61.128545152108316,65.71184142570785,0.29411764705882354,0.14285714285714285,21.84873949579832,3.0,2.230769230769231
B00109,34,migrant,Delhi,1,14703.39,13343.02,17698.35,12697.36,16485.87,16376.1,daily-wage,1,1,10.1,1027.76,3.0,0.0,0,6,4.0,10.0,2023.0,526.39,1.2,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,297200.0,business,45,0.4608,0,15217.348333333333,1961.368042131987,11.376356064825874,87.11097361269148,0.0,0.4,20.0,3.0,9.327354844596224
B00110,29,migrant,Maharashtra,2,28655.21,29393.36,33496.42,27599.19,35492.63,37632.02,salaried-gig,11,4,110.5,2637.35,33.0,0.0,11,14,22.0,24.0,2016.0,636.69,2.56,8.8,0.238,0.9134101801334682,3.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,180100.0,education,25,0.0887,0,32044.804999999997,4086.4327322335785,31.326973349698008,87.24775285031824,0.7857142857142857,0.9166666666666666,85.11904761904762,10.0,75.23076923076923
B00111,22,gig,Karnataka,3,16749.08,13910.35,14644.75,5916.55,16854.66,18956.06,self-employed,10,1,0.0,607.79,5.0,0.0,0,13,0.0,6.0,2024.0,316.62,1.37,5.2,0.376,0.0468259073027852,3.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,461500.0,consumption,56,0.6422,1,14505.241666666667,4571.724926604472,13.17672373646791,68.48225605843999,0.0,0.0,0.0,2.0,7.134032634032635
B00112,32,rural,Madhya Pradesh,7,18555.61,16572.84,27096.12,15067.49,13721.4,24478.86,daily-wage,44,4,86.6,1895.26,24.0,0.0,9,13,20.0,24.0,2015.0,397.94,1.8,10.5,0.213,0.6640949171206671,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,181000.0,agriculture,49,0.2618,0,19248.719999999998,5377.931519114017,31.921612924608784,72.06083563419273,0.6923076923076923,0.8333333333333334,76.28205128205127,11.0,61.24046037839141
B00113,26,gig,Tamil Nadu,4,33097.51,38641.28,24309.65,38734.35,16866.1,25104.49,daily-wage,24,3,47.3,2153.43,12.0,1.0,16,23,4.0,8.0,2019.0,579.73,2.13,6.8,0.26,0.5199902016753761,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,17500.0,business,13,0.2582,0,29458.896666666667,8805.042098133697,-24.149913392276336,70.1107539845619,0.6956521739130435,0.5,59.78260869565217,7.0,51.27705146670664
B00114,32,gig,Maharashtra,2,25669.6,43818.8,22918.31,27282.4,39612.15,46272.15,salaried-gig,26,4,89.8,3048.78,24.0,0.0,18,18,7.0,9.0,2011.0,692.23,2.88,12.5,0.136,0.9999858041933573,3.0,4.0,1.0,4.0,5.0,4.0,2.0,4.0,396100.0,medical,56,0.0259,0,34262.23499999999,10153.065455218439,80.26050269579582,70.36659909892498,1.0,0.7777777777777778,88.88888888888889,15.0,72.44284047732324
B00115,54,rural,Odisha,7,18087.11,18484.1,32067.02,17107.91,16167.32,22015.51,daily-wage,51,4,0.0,0.0,0.0,0.0,7,7,0.0,0.0,2013.0,638.99,2.9,8.1,0.164,0.4630344847216196,5.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,448400.0,business,52,0.3088,0,20654.82833333333,5934.866011567293,21.719334929681956,71.26644716775765,1.0,1.0,100.0,13.0,26.153846153846153
B00116,42,rural,Bihar,6,17657.98,16741.37,22316.73,14500.44,17281.56,23926.87,self-employed,44,4,0.0,0.0,0.0,0.0,12,23,20.0,21.0,2012.0,314.12,2.36,0.0,0.0,0.5221343488601424,2.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,71800.0,agriculture,13,0.4866,0,18737.491666666665,3604.518983828031,35.50173915702702,80.76306558022202,0.5217391304347826,0.9523809523809523,73.70600414078675,14.0,25.615384615384617
